Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,DEFAULT
40000,36,0.1111,185000.0,772,Debt Consolidation,MORTGAGE,VA,Office,2019,7,0
16000,60,0.1837,75000.0,747,Debt Consolidation,MORTGAGE,PA,Driver/Transportation,2019,1,0
22500,60,0.145,142000.0,662,Credit Card Refinancing,MORTGAGE,WA,Office,2018,2,0
16000,60,0.2464,33600.0,697,Debt Consolidation,MORTGAGE,NC,,2019,0,0
33000,60,8.58,165000.0,685,credit_card,mortgage,WA,Office,2019,8 years,0
15000,60,0.3405,35000.0,722,Other,RENT,NJ,Others,2019,6,1
30000,36,0.2775,104000.0,672,Credit Card Refinancing,RENT,NY,Education,2020,10,0
26050,36,0.2951,155000.0,677,Debt Consolidation,OWN,CA,Others,2019,2,1
10000,36,12.03,105000.0,660,home_improvement,mortgage,MI,Customer Service,2019,8 years,0
14000,60,0.3008,60000.0,662,Debt Consolidation,RENT,MD,IT/Engineering,2019,3,0
21000,36,11.45,100000.0,500,credit_card,rent,CA,,2019,< 1 year,0
25000,60,10.54,140000.0,665,debt_consolidation,mortgage,WA,Skilled Labor,2020,10+ years,0
9000,36,0.172,63000.0,672,Credit Card Refinancing,RENT,OH,Construction/Labor,2019,3,0
40000,36,0.265,100000.0,677,Debt Consolidation,RENT,WA,Food/Hospitality,2019,2,1
20000,60,0.2701,104000.0,742,Debt Consolidation,MORTGAGE,MA,Others,2019,0,0
20400,36,0.3384,36204.0,697,Debt Consolidation,RENT,CO,,2019,,0
30000,60,0.2522,113000.0,682,Debt Consolidation,MORTGAGE,WI,Skilled Labor,2019,14,0
16000,36,22.5,135200.0,680,credit_card,mortgage,FL,Office,2020,< 1 year,0
10000,60,0.3368,80000.0,712,Home Improvement,MORTGAGE,TX,Real Estate,2018,2,0
15000,36,0.0179,165000.0,672,Debt Consolidation,RENT,TX,,2018,< 1 year,0
9775,36,0.1902,67000.0,692,Debt Consolidation,MORTGAGE,NJ,Education,2019,10,1
15000,36,0.1848,38000.0,757,Other,RENT,MA,Others,2019,4,0
25000,36,0.1131,90000.0,682,Debt Consolidation,MORTGAGE,NH,Legal/Government/Police,2018,3,0
19200,60,0.22899999999999998,73000.0,712,Debt Consolidation,RENT,AZ,Health care,2019,3,0
21000,36,18.91,70000.0,695,debt_consolidation,mortgage,AZ,,2018,< 1 year,0
30000,36,0.2184,60000.0,687,Credit Card Refinancing,MORTGAGE,TN,Others,2018,4,0
17475,36,0.3244,110000.0,722,Home Purchase,OWN,CA,IT/Engineering,2019,19,0
10500,60,0.3143,42000.0,697,Debt Consolidation,RENT,AZ,,2020,,0
35000,60,0.071,280000.0,762,Other Major Purchase,RENT,CA,Skilled Labor,2019,3,0
18000,60,33.69,150000.0,665,debt_consolidation,mortgage,PA,Others,2019,10+ years,0
13675,60,17.2,75000.0,745,home_improvement,own,CA,Office,2019,10+ years,0
30000,60,0.3194,57000.0,697,Credit Card Refinancing,RENT,WA,Others,2020,7,0
15000,60,0.1712,84700.0,717,Medical Expenses,MORTGAGE,CO,Skilled Labor,2018,10,1
20000,60,0.213,69000.0,707,Home Improvement,MORTGAGE,NY,Health care,2020,10,0
1200,36,0.1721,115692.0,712,Home Improvement,MORTGAGE,MD,Office,2019,10,0
5000,36,2.9,234000.0,685,other,rent,CA,Office,2020,1 year,0
20000,36,0.1739,142000.0,682,Debt Consolidation,MORTGAGE,IL,Driver/Transportation,2018,3,0
35000,36,2.15,100000.0,710,other,rent,DE,,2020,< 1 year,0
8000,36,0.2295,53000.0,687,Home Improvement,MORTGAGE,WY,Others,2019,5,0
16000,36,0.2082,80000.0,692,Debt Consolidation,RENT,IL,,2019,< 1 year,0
21000,60,0.184,18000.0,707,Debt Consolidation,MORTGAGE,NV,,2020,,0
35000,60,0.2533,105000.0,702,Credit Card Refinancing,MORTGAGE,VT,Office,2020,24,0
15950,36,0.2151,111000.0,692,Debt Consolidation,MORTGAGE,GA,Office,2019,0,0
40000,36,0.1404,173000.0,747,Credit Card Refinancing,MORTGAGE,NJ,Others,2019,40,0
30000,36,0.2547,105500.0,722,Debt Consolidation,RENT,CA,Others,2020,3,0
5675,60,0.048,80000.0,742,Debt Consolidation,RENT,RI,Driver/Transportation,2020,15,0
21600,60,23.68,97000.0,725,debt_consolidation,mortgage,TX,Office,2019,10+ years,0
5000,36,0.1678,63000.0,742,Credit Card Refinancing,OWN,FL,,2020,,0
12000,60,0.1294,103000.0,677,Home Improvement,RENT,WI,Skilled Labor,2018,3,0
15000,36,0.16899999999999998,40000.0,667,Credit Card Refinancing,RENT,OH,Skilled Labor,2019,2,0
15000,36,0.1942,55000.0,717,Debt Consolidation,MORTGAGE,MS,,2018,,0
35000,60,0.1349,116000.0,717,Credit Card Refinancing,MORTGAGE,NY,Sales,2019,7,1
35000,60,0.1448,46000.0,662,Credit Card Refinancing,RENT,TX,Driver/Transportation,2019,1,0
7000,36,0.1702,60000.0,662,Debt Consolidation,RENT,NC,Driver/Transportation,2019,3,1
35000,60,0.1937,56364.0,692,Home Improvement,MORTGAGE,OH,Construction/Labor,2019,7,0
3000,36,0.1206,81000.0,667,Home Improvement,MORTGAGE,NC,Office,2020,12,0
16575,60,0.1247,80000.0,712,Debt Consolidation,MORTGAGE,PA,Others,2019,10,1
9000,36,0.0984,110728.0,667,Debt Consolidation,RENT,VA,Construction/Labor,2019,5,0
16000,36,0.1967,47840.0,712,Debt Consolidation,RENT,FL,Unknown,2018,6,0
35000,60,0.2965,96000.0,677,Credit Card Refinancing,MORTGAGE,NM,IT/Engineering,2019,10,0
27000,36,0.3632,80000.0,682,Credit Card Refinancing,MORTGAGE,MO,Others,2020,3,0
10000,60,0.18600000000000003,24000.0,692,Debt Consolidation,RENT,PA,Office,2019,9,0
27475,36,0.1651,100000.0,707,Credit Card Refinancing,OWN,VT,Education,2019,10,0
8000,36,0.2522,51000.0,677,Other Major Purchase,OWN,CA,Others,2019,7,0
8400,36,0.0711,50000.0,692,Debt Consolidation,RENT,CA,Office,2018,8,1
3000,36,0.0996,57500.0,692,Home Improvement,RENT,CA,Sales,2018,8,0
10850,60,0.163,252000.0,697,Home Improvement,MORTGAGE,NY,Others,2019,1,0
40000,60,0.0154,138600.0,812,Debt Consolidation,RENT,KS,Skilled Labor,2019,2,0
40000,36,0.1582,140000.0,742,Debt Consolidation,MORTGAGE,MO,Office,2018,7,0
20000,36,15.33,158000.0,665,debt_consolidation,mortgage,NC,Small Business,2019,10+ years,0
19000,36,0.1379,98000.0,682,Debt Consolidation,RENT,CA,Sales,2019,8,0
20000,36,0.3007,97500.0,667,Credit Card Refinancing,MORTGAGE,NC,Sales,2019,0,0
26575,36,0.146,138000.0,662,Credit Card Refinancing,MORTGAGE,FL,Legal/Government/Police,2019,27,0
6000,36,0.2078,60000.0,662,Debt Consolidation,RENT,DE,,2019,< 1 year,0
18000,36,0.3315,35000.0,787,Debt Consolidation,RENT,NY,Skilled Labor,2018,10,1
19125,60,0.3623,58000.0,687,Debt Consolidation,MORTGAGE,FL,,2020,0,0
15000,60,0.2705,108400.0,692,Home Improvement,MORTGAGE,FL,Others,2019,11,0
31575,36,0.2247,200000.0,702,Debt Consolidation,MORTGAGE,CA,Office,2019,3,0
16000,36,0.0591,42000.0,687,Home Purchase,MORTGAGE,CA,Skilled Labor,2017,9,0
6000,36,14.38,105000.0,690,debt_consolidation,rent,GA,Sales,2018,10+ years,0
5000,36,0.1578,35000.0,712,Debt Consolidation,RENT,IL,Office,2018,9,0
16000,36,0.94,62500.0,695,home_improvement,own,ID,Skilled Labor,2019,10+ years,0
12000,60,0.1459,50000.0,792,Debt Consolidation,MORTGAGE,FL,,2019,,0
15000,36,0.3248,90000.0,682,Credit Card Refinancing,MORTGAGE,TX,Others,2019,15,1
17000,60,21.7,124000.0,770,debt_consolidation,mortgage,OR,Travel,2019,9 years,0
8000,36,0.2282,110000.0,697,Other,OWN,CA,Skilled Labor,2020,6,1
2500,36,0.3551,52000.0,782,Debt Consolidation,RENT,TX,IT/Engineering,2018,10,0
3500,36,0.1303,70000.0,667,Home Improvement,MORTGAGE,MI,Unknown,2019,3,0
16000,36,0.1689,85000.0,712,Business,MORTGAGE,FL,Health care,2018,0,1
6000,36,0.0431,116000.0,697,Debt Consolidation,MORTGAGE,CT,Office,2018,1,1
40000,36,0.162,155000.0,662,Debt Consolidation,RENT,FL,Office,2019,2,0
2400,36,16.7,61500.0,690,medical,rent,CA,Office,2019,2 years,0
5000,36,0.3025,47880.0,707,Debt Consolidation,RENT,NV,,2019,,0
6000,36,0.1664,65000.0,662,Credit Card Refinancing,OWN,OH,Others,2019,1,1
12000,36,0.1826,65000.0,712,Debt Consolidation,RENT,NJ,Education,2018,2,0
20400,36,0.067,55000.0,662,Debt Consolidation,RENT,NY,Legal/Government/Police,2019,3,0
6025,36,0.301,65000.0,672,Other Major Purchase,RENT,MA,IT/Engineering,2018,4,0
2500,36,9.83,67500.0,705,car,rent,PA,,2019,,0
20000,36,20.05,90000.0,735,debt_consolidation,mortgage,NC,Others,2019,< 1 year,0
24000,36,0.0978,110000.0,707,Vehicle Purchase,RENT,FL,Office,2019,20,1
3025,36,0.2865,95000.0,677,Other,RENT,GA,Office,2019,0,0
18000,36,0.2297,86000.0,697,Credit Card Refinancing,RENT,TN,Others,2019,7,0
16000,36,0.1629,125000.0,677,Credit Card Refinancing,MORTGAGE,MN,,2019,< 1 year,0
40000,60,0.1752,125000.0,797,Home Improvement,MORTGAGE,MN,Skilled Labor,2019,7,0
4000,36,0.0261,85000.0,662,Credit Card Refinancing,MORTGAGE,IL,Skilled Labor,2018,10,0
19125,60,0.2559,33300.0,692,Debt Consolidation,OWN,ME,Skilled Labor,2020,3,0
29500,36,0.2335,70000.0,697,Debt Consolidation,RENT,NJ,Real Estate,2018,6,0
10625,36,0.3457,55000.0,692,Credit Card Refinancing,RENT,CA,Office,2019,10,0
25000,60,0.2475,67500.0,682,Credit Card Refinancing,MORTGAGE,NV,Others,2019,12,1
6000,36,0.24100000000000002,151000.0,677,Home Purchase,MORTGAGE,NH,Construction/Labor,2019,18,0
40000,36,0.1736,100000.0,742,Debt Consolidation,RENT,CA,Health care,2019,7,0
20000,60,0.1428,51600.0,752,Debt Consolidation,RENT,CO,Office,2018,3,0
35000,60,0.1782,66000.0,717,Debt Consolidation,RENT,FL,,2019,0,0
35000,36,34.64,105000.0,770,vacation,own,WY,Legal/Government/Police,2018,4 years,0
16000,60,0.114,83892.0,677,Debt Consolidation,MORTGAGE,CA,Office,2019,2,0
16000,36,0.2343,36000.0,697,Debt Consolidation,MORTGAGE,SC,Office,2019,1,0
17000,36,0.1632,47000.0,672,Debt Consolidation,MORTGAGE,MN,Office,2020,4,0
38000,60,10.34,98000.0,710,debt_consolidation,mortgage,AL,Office,2019,3 years,0
4000,36,11.92,100000.0,680,other,rent,CA,,2020,,0
11150,36,0.2888,115000.0,667,Other,RENT,WA,Health care,2019,0,0
20000,60,0.3587,62500.0,717,Debt Consolidation,MORTGAGE,OH,Unknown,2019,4,0
18000,60,0.0181,45000.0,747,Other Major Purchase,RENT,CO,Small Business,2019,0,0
35000,60,0.182,128000.0,687,Vacation,OWN,IN,Others,2019,0,1
31400,36,10.18,74000.0,715,credit_card,rent,CA,Construction/Labor,2019,10+ years,0
10000,60,12.23,208000.0,635,small_business,own,GA,,2019,< 1 year,0
10000,36,0.1262,205000.0,712,Home Improvement,MORTGAGE,FL,Others,2020,8,0
10625,60,0.3386,42000.0,697,Debt Consolidation,MORTGAGE,AR,Sales,2019,8,0
35000,36,0.1656,111000.0,682,Debt Consolidation,MORTGAGE,MI,Office,2019,3,0
35000,36,0.2207,135000.0,677,Debt Consolidation,MORTGAGE,NJ,Others,2018,7,0
40000,60,0.0829,111000.0,692,Debt Consolidation,MORTGAGE,FL,Health care,2019,1,1
20000,60,18.86,115000.0,720,debt_consolidation,mortgage,NJ,Others,2018,10+ years,0
13450,36,0.0552,75000.0,667,Home Improvement,MORTGAGE,TX,Others,2019,2,0
19200,60,0.0846,69400.0,662,Debt Consolidation,MORTGAGE,IL,IT/Engineering,2019,16,0
3500,36,0.2423,66208.0,707,Debt Consolidation,MORTGAGE,NY,Office,2018,5,0
6375,36,0.2132,119250.0,712,Other,OWN,NC,Education,2020,0,0
12000,36,0.3802,53000.0,682,Debt Consolidation,OWN,MS,Skilled Labor,2018,6,0
15300,60,0.2362,60000.0,722,Debt Consolidation,RENT,TN,Others,2019,6,0
20000,60,0.1505,80000.0,687,Debt Consolidation,MORTGAGE,WA,Travel,2019,4,0
3000,36,0.2287,102300.0,692,Vacation,MORTGAGE,AL,Customer Service,2019,8,0
29500,36,0.3117,85000.0,682,Debt Consolidation,OWN,TX,Skilled Labor,2019,20,1
7325,36,0.3884,37200.0,687,Debt Consolidation,MORTGAGE,VA,,2019,0,0
20000,60,0.1724,30000.0,707,Other,RENT,NJ,Others,2019,0,0
40000,36,0.1052,200000.0,722,Debt Consolidation,RENT,NY,Others,2019,3,0
35000,36,0.1447,144000.0,677,Credit Card Refinancing,RENT,WA,Office,2018,3,0
12000,60,0.3266,42000.0,672,Credit Card Refinancing,RENT,VA,Skilled Labor,2019,5,1
20000,36,0.384,64000.0,672,Credit Card Refinancing,OWN,VA,,2019,,0
7000,36,0.1758,40000.0,712,Credit Card Refinancing,MORTGAGE,MI,,2019,,0
20000,36,0.1935,88000.0,672,Credit Card Refinancing,OWN,FL,Unknown,2018,3,1
10625,36,0.2995,150000.0,702,Debt Consolidation,MORTGAGE,CA,Office,2019,15,0
20000,60,0.3218,81000.0,702,Debt Consolidation,MORTGAGE,WV,Skilled Labor,2019,2,0
13000,60,11.13,80000.0,655,credit_card,rent,CA,Office,2019,10+ years,1
12625,60,0.12300000000000001,130000.0,787,Debt Consolidation,MORTGAGE,CT,Office,2019,11,0
4000,36,0.2222,75000.0,757,Debt Consolidation,RENT,CT,Others,2019,10,0
3500,36,0.2502,26000.0,667,Other,RENT,MI,Customer Service,2019,0,1
15000,60,0.0545,50000.0,682,Other Major Purchase,RENT,IN,Office,2018,1,0
12000,60,0.1184,80000.0,687,Debt Consolidation,MORTGAGE,UT,IT/Engineering,2019,5,0
5000,36,16.47,80000.0,685,home_improvement,rent,CA,Driver/Transportation,2020,10+ years,0
18000,36,0.19699999999999998,55000.0,702,Debt Consolidation,RENT,IN,Driver/Transportation,2018,1,0
25000,36,0.1963,70000.0,697,Credit Card Refinancing,RENT,VA,Office,2019,4,0
10000,36,23.16,140000.0,590,debt_consolidation,own,TX,Office,2019,2 years,0
32775,36,21.36,144000.0,670,major_purchase,rent,NC,Others,2019,3 years,0
35000,36,24.14,150000.0,680,debt_consolidation,own,GA,Sales,2020,10+ years,0
15000,60,21.68,100000.0,755,credit_card,mortgage,RI,Office,2018,< 1 year,0
15950,60,0.3175,55000.0,702,Vehicle Purchase,RENT,TX,Skilled Labor,2019,3,0
3200,36,0.3064,30000.0,722,Home Improvement,OWN,CA,,2019,,0
15000,60,0.2392,87000.0,692,Debt Consolidation,MORTGAGE,NY,Others,2019,10,0
35000,36,0.0021,77000.0,677,Other,RENT,MI,Skilled Labor,2018,0,0
16000,36,0.3197,108000.0,737,Debt Consolidation,OWN,OK,Food/Hospitality,2019,11,0
35000,60,0.2845,75000.0,792,Debt Consolidation,RENT,CA,Office,2019,7,1
12000,36,0.2222,36400.0,677,Credit Card Refinancing,RENT,WA,Real Estate,2020,1,0
20000,60,23.05,93000.0,740,debt_consolidation,mortgage,PA,Others,2019,8 years,0
26825,36,0.1667,205000.0,702,Debt Consolidation,MORTGAGE,DC,Others,2019,5,0
12000,60,0.1488,55000.0,682,Debt Consolidation,MORTGAGE,NV,Skilled Labor,2019,0,0
12000,36,0.1743,40000.0,667,Credit Card Refinancing,RENT,CA,,2019,< 1 year,0
32000,60,0.2142,199700.0,672,Debt Consolidation,MORTGAGE,NY,Others,2019,9,0
25000,36,0.3846,130000.0,677,Credit Card Refinancing,MORTGAGE,TX,Health care,2019,6,0
7000,36,0.2953,54000.0,702,Credit Card Refinancing,OWN,MA,Health care,2020,0,0
20000,60,0.1876,148000.0,662,Credit Card Refinancing,MORTGAGE,TX,Others,2019,1,0
12000,36,19.06,108000.0,730,debt_consolidation,rent,FL,Others,2020,10+ years,0
4000,36,23.23,69000.0,745,home_improvement,mortgage,PA,Health care,2019,1 year,0
16000,60,0.2646,113500.0,702,Moving or Relocation,RENT,GA,Others,2019,3,0
10000,36,0.0645,43000.0,727,Debt Consolidation,RENT,NC,Health care,2018,0,0
1000,36,0.3114,54000.0,677,Credit Card Refinancing,OWN,PA,,2020,,0
20000,36,0.1027,70720.0,702,Debt Consolidation,RENT,CO,Others,2018,2,0
18800,36,7.81,600000.0,645,other,mortgage,PA,Office,2020,10+ years,0
12250,36,0.2846,35000.0,662,Debt Consolidation,RENT,TX,Office,2019,2,0
14000,36,0.3601,37100.0,667,Credit Card Refinancing,RENT,MI,,2018,,0
4000,36,0.0923,64999.0,717,Credit Card Refinancing,RENT,AZ,Others,2020,3,0
10400,36,9.32,68000.0,735,debt_consolidation,mortgage,TX,Skilled Labor,2019,3 years,0
2500,36,0.1422,40000.0,697,Debt Consolidation,MORTGAGE,AZ,Education,2018,6,0
40000,60,0.0034,88000.0,762,Business,MORTGAGE,KY,,2019,< 1 year,0
13000,36,4.32,75000.0,740,debt_consolidation,rent,TX,Sales,2020,< 1 year,0
10500,36,0.1257,70000.0,677,Debt Consolidation,RENT,MO,Food/Hospitality,2018,2,0
10000,36,0.3175,35000.0,682,Debt Consolidation,RENT,NC,Skilled Labor,2019,0,0
28000,36,0.1749,133000.0,742,Debt Consolidation,MORTGAGE,MN,Unknown,2018,8,0
14000,36,0.2716,100000.0,697,Debt Consolidation,MORTGAGE,CA,Office,2020,1,0
12000,36,0.2417,79179.0,672,Debt Consolidation,MORTGAGE,LA,,2019,,1
21275,60,0.2571,73000.0,737,Debt Consolidation,MORTGAGE,WV,Skilled Labor,2019,20,0
20000,60,0.0391,58000.0,662,Credit Card Refinancing,RENT,AZ,Driver/Transportation,2019,0,0
10000,60,0.1172,110000.0,662,Home Improvement,MORTGAGE,MN,IT/Engineering,2019,40,0
6050,36,0.2634,38000.0,662,Debt Consolidation,RENT,FL,IT/Engineering,2019,2,0
24000,36,0.2194,68000.0,777,Debt Consolidation,MORTGAGE,NC,Office,2019,15,0
10000,36,5.67,77000.0,715,debt_consolidation,mortgage,TX,,2020,,0
35000,60,0.1609,75000.0,737,Debt Consolidation,RENT,CA,Office,2019,32,0
20000,60,0.2027,83000.0,677,Debt Consolidation,MORTGAGE,AL,Legal/Government/Police,2019,6,0
35000,60,16.7,85000.0,725,debt_consolidation,mortgage,NE,Sales,2019,3 years,0
8000,36,0.2343,65000.0,662,Debt Consolidation,RENT,GA,Others,2019,4,1
35375,60,0.1666,550000.0,692,Home Improvement,MORTGAGE,NY,Others,2019,5,0
9600,36,0.2247,40000.0,742,Credit Card Refinancing,MORTGAGE,CO,Legal/Government/Police,2018,3,0
40000,60,0.0955,89000.0,702,Debt Consolidation,RENT,VA,Legal/Government/Police,2019,5,0
17500,36,11.62,97500.0,745,debt_consolidation,mortgage,CA,,2019,,0
20000,60,0.2989,45000.0,667,Credit Card Refinancing,MORTGAGE,OK,,2019,,0
2500,36,0.2856,55000.0,677,Medical Expenses,MORTGAGE,TX,Education,2019,5,0
1100,36,27.83,34752.0,680,major_purchase,mortgage,PA,Construction/Labor,2019,10+ years,0
10000,60,18.85,48000.0,670,credit_card,own,CA,Health care,2019,8 years,0
40000,36,0.3304,116000.0,712,Debt Consolidation,MORTGAGE,TX,,2019,,0
35000,60,0.1203,235000.0,712,Debt Consolidation,RENT,CA,Health care,2019,10,1
15000,36,0.1733,140000.0,677,Other,MORTGAGE,CA,Office,2018,1,0
11000,36,0.0712,47000.0,682,Debt Consolidation,MORTGAGE,NC,Health care,2019,3,0
18000,36,20.71,90000.0,720,debt_consolidation,rent,CA,Office,2019,9 years,0
24600,60,0.3634,75000.0,727,Debt Consolidation,MORTGAGE,SC,Skilled Labor,2019,16,0
9475,36,0.0524,146000.0,667,Home Improvement,MORTGAGE,CA,Legal/Government/Police,2020,4,0
16000,60,0.1958,72000.0,692,Credit Card Refinancing,RENT,WA,Office,2019,5,1
35000,36,14.82,100000.0,695,debt_consolidation,rent,CA,Others,2018,5 years,0
10625,36,32.49,85000.0,680,credit_card,mortgage,CA,Skilled Labor,2019,5 years,0
21000,60,0.1462,160000.0,677,Credit Card Refinancing,MORTGAGE,TN,Small Business,2019,4,0
10000,36,0.3272,160000.0,767,Vehicle Purchase,RENT,NC,Office,2018,7,0
20000,60,24.67,130000.0,700,home_improvement,mortgage,TX,Others,2019,1 year,0
3600,36,0.0804,23000.0,692,Credit Card Refinancing,OWN,MO,,2019,,0
15500,36,0.365,91000.0,697,Debt Consolidation,RENT,CA,Others,2020,3,0
15000,36,0.1592,120000.0,672,Debt Consolidation,RENT,OH,Legal/Government/Police,2019,16,0
7650,36,0.0944,30000.0,702,Debt Consolidation,OWN,CA,Sales,2019,2,0
25000,60,0.1958,70000.0,707,Credit Card Refinancing,MORTGAGE,CA,Others,2019,15,0
12000,60,0.1089,68000.0,672,Debt Consolidation,MORTGAGE,TN,Sales,2018,29,0
3500,36,0.067,23280.0,672,Credit Card Refinancing,RENT,CA,,2018,,1
16000,60,19.84,145600.0,720,debt_consolidation,mortgage,WY,IT/Engineering,2019,< 1 year,0
26000,60,0.0443,148325.0,702,Debt Consolidation,MORTGAGE,TX,Education,2019,8,1
10000,36,0.3537,180000.0,687,Other,OWN,TX,IT/Engineering,2020,5,0
15000,60,0.2658,60000.0,682,Debt Consolidation,MORTGAGE,MT,Legal/Government/Police,2019,9,0
19200,60,0.1892,86000.0,677,Debt Consolidation,MORTGAGE,OH,Office,2019,3,0
10000,36,0.1617,125000.0,667,Credit Card Refinancing,MORTGAGE,AL,Small Business,2018,8,0
40000,36,20.63,106000.0,710,debt_consolidation,rent,NC,Others,2020,4 years,0
6700,36,0.1853,45000.0,697,Debt Consolidation,OWN,LA,Others,2018,8,0
30000,36,10.04,345000.0,650,debt_consolidation,own,CA,Education,2018,6 years,0
27000,36,0.1043,90000.0,687,Debt Consolidation,MORTGAGE,CA,Others,2019,10,1
10000,36,7.73,96000.0,690,debt_consolidation,rent,TX,Office,2019,< 1 year,0
16000,36,0.1456,91000.0,682,Debt Consolidation,RENT,MS,Driver/Transportation,2019,1,0
5000,36,0.3641,71000.0,682,Home Improvement,MORTGAGE,IL,,2018,,0
6500,36,0.3022,19500.0,727,Debt Consolidation,RENT,MA,,2019,0,0
24000,60,0.319,80000.0,702,Debt Consolidation,RENT,CA,Office,2019,2,0
2000,36,0.2623,41000.0,687,Credit Card Refinancing,RENT,FL,Office,2019,10,0
10000,60,0.3392,112560.0,697,Credit Card Refinancing,MORTGAGE,CA,Office,2019,9,0
17000,60,0.2162,58000.0,717,Other,OWN,NJ,Office,2019,6,0
14000,60,0.1571,43000.0,697,Credit Card Refinancing,OWN,MS,Office,2019,8,0
10000,36,0.217,58000.0,702,Medical Expenses,RENT,FL,Others,2019,10,0
19275,60,0.2206,235000.0,687,Debt Consolidation,MORTGAGE,IL,Others,2019,10,0
32000,36,0.0771,80000.0,667,Debt Consolidation,MORTGAGE,CA,Unknown,2018,3,0
20000,36,0.2078,125000.0,677,Debt Consolidation,RENT,AZ,Sales,2019,7,0
28000,36,0.2583,40000.0,687,Debt Consolidation,OWN,FL,Health care,2018,3,1
16800,60,0.1355,94444.0,662,Debt Consolidation,OWN,GA,Food/Hospitality,2019,4,0
4800,36,0.2083,64528.0,712,Moving or Relocation,RENT,VT,Office,2020,1,0
10000,60,0.3348,39000.0,677,Debt Consolidation,MORTGAGE,FL,Construction/Labor,2019,10,0
5000,36,0.1696,46000.0,717,Home Improvement,MORTGAGE,OR,,2018,,0
11000,36,0.3363,40000.0,702,Debt Consolidation,RENT,CT,Unknown,2019,2,0
22500,36,0.2185,122580.0,672,Credit Card Refinancing,RENT,CA,Office,2019,6,0
26575,36,0.2781,40000.0,757,Other,RENT,DE,Office,2019,5,0
11000,36,0.1292,87000.0,667,Credit Card Refinancing,RENT,CA,,2019,< 1 year,0
20425,36,0.2733,75000.0,667,Debt Consolidation,OWN,GA,Driver/Transportation,2019,7,0
6000,36,0.1801,10260.0,662,Debt Consolidation,RENT,MI,,2020,0,0
25150,36,0.3295,220000.0,707,Home Improvement,OWN,GA,Small Business,2019,10,0
15000,36,5.41,145000.0,715,debt_consolidation,rent,TX,Office,2019,< 1 year,0
26575,60,0.1189,85000.0,677,Debt Consolidation,MORTGAGE,MA,Construction/Labor,2019,4,1
25000,60,0.1508,73400.0,692,Debt Consolidation,RENT,CA,IT/Engineering,2019,1,0
8000,36,0.1657,42000.0,682,Debt Consolidation,RENT,OH,Office,2019,4,0
15000,36,0.1957,50000.0,662,Debt Consolidation,RENT,OH,Skilled Labor,2019,3,0
3500,36,0.1258,99500.0,672,Other,MORTGAGE,KS,Office,2018,10,0
13000,60,0.0167,134000.0,777,Credit Card Refinancing,MORTGAGE,CO,,2018,< 1 year,0
20000,36,0.1571,135000.0,667,Debt Consolidation,RENT,TN,Unknown,2018,2,1
21275,60,0.2257,89000.0,722,Credit Card Refinancing,RENT,AK,Office,2019,37,1
35000,60,0.3103,120000.0,662,Debt Consolidation,RENT,MD,Office,2020,3,1
5800,36,0.2767,50400.0,692,Credit Card Refinancing,OWN,OH,,2019,,0
10000,36,10.25,123000.0,630,debt_consolidation,rent,OR,Office,2019,6 years,0
